unitid,urm_share
140951,0.20439780109945027
140960,0.9446772841575859
140988,0.33756166314305847
141006,0.555494805904866
141015,0.2289156626506024
141060,0.9901176470588235
141167,0.24967490247074123
141185,0.1413738019169329
141237,0.10037174721189591
141255,0.37623762376237624
141264,0.46457858769931665
141325,0.35079365079365077
141334,0.47476467951591217
141361,0.12833333333333333
141486,0.4517857142857143
141565,0.584390243902439
141574,0.3984922327139811
141608,0.5714285714285714
141644,0.36159017831043555
141680,0.4760440686651294
141796,0.3771335681387158
141802,0.5303354746609564
141811,0.5238226383916277
141839,0.5110712148414124
141848,0.28205128205128205
141945,0.35714285714285715
141981,0.5331745491663831
141990,0.6559139784946236
142054,0.23863636363636365
142090,0.09420289855072464
142115,0.18780342811849796
142179,0.17159763313609466
142276,0.16450848075870875
142285,0.16138118088879616
142294,0.20776495278069254
142328,0.10728848114169215
142407,0.38
142416,0.13333333333333333
142443,0.09599550898203593
142461,0.14482758620689656
142489,0.17391304347826086
142522,0.08190357198634568
142559,0.26088189422940594
142869,0.0
142878,0.0
142887,0.44107744107744107
142957,0.4090909090909091
143048,0.17240168539325842
143084,0.17106819077650767
143118,0.3827713382507903
143181,0.4375
143215,0.2970047293746716
143279,0.27632282202031
143288,0.18959731543624161
143297,0.047058823529411764
143303,0.0
143358,0.13503241672255756
143376,0.4166666666666667
143464,0.5978260869565217
143473,0.7948717948717948
143482,0.9795918367346939
143491,0.9529411764705882
143516,0.9032258064516129
143543,0.5074626865671642
